ctn_no,category,actual_position_block,bay,stack,tier,first_inyard_time,last_outyard_time,order,vessel_reference,destination_port_code,ctn_status,ctn_size,weight,ctn_weight,flag
FCIU9624950,1,46,56,3,1,2022/10/30 19:14,,249,MED1,GRPIR,1,2.25,29005,9,0
FFAU2447177,1,42,86,2,3,2022/10/30 19:14,,250,MED1,GRPIR,1,2.25,29005,9,0
FFAU3030655,1,41,66,1,1,2022/10/30 19:14,,251,MED1,GRPIR,1,2.25,29005,9,0
FSCU8869860,1,42,28,1,1,2022/10/30 19:14,,252,MED1,GRPIR,1,2.25,29005,9,0
TRHU5250233,1,41,66,6,1,2022/10/30 19:14,,253,MED1,GRPIR,1,2.25,29005,9,0
TRHU6623985,1,41,66,5,1,2022/10/30 19:14,,254,MED1,GRPIR,1,2.25,29005,9,0
UETU5264815,1,65,84,1,2,2022/10/31 4:34,,255,MED1,GRPIR,1,2.25,24400,8,0
OOCU6959755,1,42,10,2,3,2022/10/31 5:15,,256,MED1,GRPIR,1,2.25,28450,9,0
OOCU6820158,1,42,10,2,4,2022/10/31 6:46,,257,MED1,GRPIR,1,2.25,28450,9,0
OOCU7791711,1,59,48,6,1,2022/10/31 8:40,,258,MED1,GRPIR,1,2.25,24400,8,0
CBHU9071239,1,62,42,6,1,2022/10/31 10:26,,259,MED1,GRPIR,1,2.25,24400,8,0
FCIU9802753,1,59,48,6,2,2022/10/31 10:52,,260,MED1,GRPIR,1,2.25,24400,8,0
FFAU3335490,1,4A,30,3,1,2022/10/31 10:57,,261,MED1,ESVLC,1,2.25,22900,7,0
CSNU7914559,1,59,48,6,3,2022/10/31 11:09,,262,MED1,GRPIR,1,2.25,28450,9,0
GAOU6793962,1,41,80,4,1,2022/10/31 11:14,,263,MED1,ITGOA,1,2.25,11799,3,0
CSNU8185003,1,66,12,1,2,2022/10/31 11:28,,264,MED1,GRPIR,1,2.25,24620,8,0
OOLU6982767,1,4A,30,3,2,2022/10/31 11:31,,265,MED1,ESVLC,1,2.25,22900,7,0
CSNU7442792,1,42,70,1,1,2022/10/31 12:10,,266,MED1,ESVLC,1,2.25,22900,7,0
CAIU9586635,1,42,70,1,2,2022/10/31 12:13,,267,MED1,ESVLC,1,2.25,22900,7,0
CSNU6973639,1,42,70,1,3,2022/10/31 12:21,,268,MED1,ESVLC,1,2.25,22900,7,0
OOLU9194310,1,62,42,6,2,2022/10/31 12:28,,269,MED1,GRPIR,1,2.25,24400,8,0
OOLU9673587,1,62,42,6,3,2022/10/31 14:34,,270,MED1,GRPIR,1,2.25,20600,6,0
CSNU6889894,1,46,52,6,1,2022/10/31 15:03,,271,MED1,ITSPE,1,2.25,22354,7,0
CCLU7404768,1,66,12,1,1,2022/10/31 16:20,,272,MED1,GRPIR,1,2.25,19160,6,0
UETU5173700,1,4A,30,2,3,2022/10/31 16:34,,273,MED1,ESVLC,1,2.25,22900,7,0
GAOU6475447,1,62,42,6,4,2022/10/31 18:16,,274,MED1,GRPIR,1,2.25,25276,8,0
CSNU7025274,1,67,30,6,1,2022/10/31 19:07,,275,MED1,ESVLC,1,2.25,19220,6,0
TCLU8897243,1,59,48,6,4,2022/10/31 19:19,,276,MED1,GRPIR,1,2.25,9800,3,0
TLLU4089121,1,66,12,1,3,2022/10/31 20:17,,277,MED1,GRPIR,1,2.25,13652,4,0
FCIU9606576,1,66,12,1,4,2022/10/31 20:20,,278,MED1,GRPIR,1,2.25,23200,7,0
EMCU8450254,1,5B,18,4,3,2022/10/31 21:26,,279,MED1,GRPIR,1,2.25,17720,5,0
TRHU5248848,1,69,76,2,1,2022/10/31 21:47,,280,MED1,GRPIR,1,2.25,14000,4,0
CRSU9215270,1,5B,74,4,3,2022/10/31 22:07,,281,MED1,FRFOS,1,2.25,14464,4,0
CSNU6247169,1,69,76,2,2,2022/10/31 22:07,,282,MED1,GRPIR,1,2.25,24400,8,0
SEKU6211175,1,63,78,4,1,2022/10/31 22:12,,283,MED1,FRFOS,1,2.25,14464,4,0
CGMU5455279,1,69,28,4,1,2022/10/31 22:14,,284,MED1,GRPIR,1,2.25,31077,10,0
CAIU7111693,1,63,78,4,2,2022/10/31 22:16,,285,MED1,FRFOS,1,2.25,14619,4,0
TGBU5345459,1,7A,18,2,1,2022/10/31 22:17,,286,MED1,GRPIR,1,2.25,29000,9,0
OOLU6849230,1,55,44,4,1,2022/10/31 22:18,,287,MED1,ESVLC,1,2.25,13453,4,0
OOLU9593521,1,6C,48,6,1,2022/10/31 22:19,,288,MED1,ESVLC,1,2.25,23182.2,7,0
EGSU9022985,1,69,76,2,3,2022/10/31 22:20,,289,MED1,GRPIR,1,2.25,27779,9,0
OOCU8758106,1,63,82,5,1,2022/10/31 22:20,,290,MED1,ITGOA,1,2.25,21387,7,0
CGMU9375417,1,7A,18,2,2,2022/10/31 22:20,,291,MED1,GRPIR,1,2.25,31155,10,0
GESU6107325,1,75,52,2,1,2022/10/31 22:21,,292,MED1,ITGOA,1,2.25,10943.1,3,0
OOLU8632330,1,7A,18,1,1,2022/10/31 22:24,,293,MED1,GRPIR,1,2.25,16900,5,0
TRHU4376567,1,57,44,2,1,2022/10/31 22:24,,294,MED1,ESVLC,1,2.25,24534.6,8,0
OOLU4293331,1,5B,66,5,1,2022/10/31 22:26,,295,MED1,SGSIN,1,2,13768,4,0
GAOU6804882,1,63,78,4,3,2022/10/31 22:26,,296,MED1,FRFOS,1,2.25,14464,4,0
TCLU1282099,1,7A,18,2,3,2022/10/31 22:27,,297,MED1,GRPIR,1,2.25,31175,10,0
WICU1398322,1,75,39,1,1,2022/10/31 22:27,,298,MED1,FRFOS,1,1,4959.7,1,0
SLSU8017269,1,55,44,3,1,2022/10/31 22:27,,299,MED1,ESVLC,1,2.25,24620,8,0
FDCU0104371,1,69,28,4,2,2022/10/31 22:28,,300,MED1,GRPIR,1,2.25,23470,7,0
BMOU5614683,1,63,82,5,2,2022/10/31 22:30,,301,MED1,ITGOA,1,2.25,27763,9,0
TCNU6838953,1,7A,18,1,2,2022/10/31 22:30,,302,MED1,GRPIR,1,2.25,18690,6,0
FCIU9383364,1,7A,18,2,4,2022/10/31 22:33,,303,MED1,GRPIR,1,2.25,20770,6,0
CSNU6422322,1,6C,48,4,1,2022/10/31 22:34,,304,MED1,ITSPE,1,2.25,15154,5,0
BEAU5777238,1,75,52,2,2,2022/10/31 22:34,,305,MED1,ITGOA,1,2.25,24400,8,0
CCLU7169479,1,55,44,2,1,2022/10/31 22:35,,306,MED1,SGSIN,1,2.25,9733,3,0
TRLU8619581,1,69,36,2,1,2022/10/31 22:36,,307,MED1,ITGOA,1,2,10915,3,0
FSCU5111135,1,5B,66,2,1,2022/10/31 22:37,,308,MED1,GRPIR,1,2,29247,9,0
OOLU4429710,1,69,36,2,2,2022/10/31 22:39,,309,MED1,ITGOA,1,2,11099,3,0
CSNU7816681,1,6C,48,5,1,2022/10/31 22:39,,310,MED1,ESVLC,1,2.25,10705.9,3,0
TRLU8827585,1,75,39,2,2,2022/10/31 22:41,,311,MED1,GRPIR,1,1,19800,6,0
OOCU7908006,1,6C,48,5,2,2022/10/31 22:43,,312,MED1,ESVLC,1,2.25,13865,4,0
TEMU3985272,1,75,39,5,3,2022/10/31 22:46,,313,MED1,GRPIR,1,1,18882,6,0
CSNU7267832,1,6C,48,1,1,2022/10/31 22:47,,314,MED1,ESVLC,1,2.25,16468,5,0
UETU5118683,1,69,28,4,3,2022/10/31 22:48,,315,MED1,GRPIR,1,2.25,24960,8,0
TCNU1348130,1,62,52,5,1,2022/10/31 22:48,,316,MED1,GRPIR,1,2.25,10762,3,0
EGHU8490376,1,57,44,2,2,2022/10/31 22:49,,317,MED1,ESVLC,1,2.25,32120,10,0
OOLU8355811,1,7A,18,1,3,2022/10/31 22:55,,318,MED1,GRPIR,1,2.25,16795,5,0
CSLU6313807,1,57,44,2,3,2022/10/31 22:57,,319,MED1,ESVLC,1,2.25,25640,8,0
EGHU9291229,1,69,28,4,4,2022/10/31 22:57,,320,MED1,GRPIR,1,2.25,29243,9,0
CSLU6211132,1,63,34,4,2,2022/10/31 23:00,,321,MED1,ITGOA,1,2.25,16480,5,0
OOLU7805581,1,69,36,2,3,2022/10/31 23:02,,322,MED1,ITGOA,1,2,8893,2,0
FFAU2894241,1,57,44,1,1,2022/10/31 23:08,,323,MED1,ITSPE,1,2.25,21699,7,0
CSNU8209039,1,69,28,4,5,2022/10/31 23:21,,324,MED1,GRPIR,1,2.25,25114.7,8,0
TCNU6175906,1,7A,18,1,4,2022/10/31 23:24,,325,MED1,GRPIR,1,2.25,20190,6,0
CMAU7960013,1,63,78,4,4,2022/10/31 23:25,,326,MED1,FRFOS,1,2.25,12880,4,0
OOCU4727051,1,69,36,2,4,2022/10/31 23:29,,327,MED1,ITGOA,1,2,9442,3,0
SEGU4941436,1,75,52,2,3,2022/10/31 23:33,,328,MED1,ITGOA,1,2.25,24400,8,0
SEKU4547108,1,6C,48,5,3,2022/10/31 23:44,,329,MED1,ESVLC,1,2.25,14240,4,0
SEKU5842540,1,41,80,4,2,2022/10/31 23:52,,330,MED1,ITGOA,1,2.25,10446,3,0
TEMU4837006,1,62,25,4,5,2022/10/31 23:52,,331,MED1,GRPIR,1,1,7741,2,0
CBHU9424450,1,6C,48,6,2,2022/10/31 23:56,,332,MED1,ESVLC,1,2.25,24826,8,0
OOLU9634235,1,75,52,2,4,2022/10/31 23:59,,333,MED1,ITGOA,1,2.25,20607,6,0
OOLU1098769,1,66,85,6,4,2022/11/1 0:02,,334,MED1,GRPIR,1,1,5704,1,0
TRHU5499186,1,54,18,3,1,2022/11/1 0:02,,335,MED1,GRPIR,1,2.25,15180,5,0
OOLU8576582,1,62,52,5,2,2022/11/1 0:03,,336,MED1,GRPIR,1,2.25,27348,9,0
GESU1400140,1,63,73,3,1,2022/11/1 0:12,,337,MED1,GRPIR,1,1,8595,2,0
OOLU9897951,1,6C,48,5,4,2022/11/1 0:21,,338,MED1,ESVLC,1,2.25,12720,4,0
CSNU8346129,1,54,18,1,1,2022/11/1 0:21,,339,MED1,GRPIR,1,2.25,20155,6,0
EGSU9184008,1,64,66,2,1,2022/11/1 0:23,,340,MED1,ITGOA,1,2.25,8987,2,0
BSIU9467565,1,6C,48,6,3,2022/11/1 0:26,,341,MED1,ESVLC,1,2.25,31850,10,0
EGHU9110613,1,62,52,6,1,2022/11/1 0:28,,342,MED1,GRPIR,1,2.25,32250,10,0
TCNU5916943,1,62,52,6,2,2022/11/1 0:53,,343,MED1,GRPIR,1,2.25,28240,9,0
SEKU5511141,1,65,80,3,1,2022/11/1 1:20,,344,MED1,ITGOA,1,2.25,11335,3,0
DFSU1044049,1,7A,25,5,1,2022/11/1 1:24,,345,MED1,ITGOA,1,1,6413,2,0
TRHU5341349,1,69,84,2,1,2022/11/1 1:24,,346,MED1,GRPIR,1,2.25,15840,5,0
APHU6738343,1,64,66,2,2,2022/11/1 1:25,,347,MED1,ITGOA,1,2.25,9712,3,0
OOCU8044500,1,62,52,6,3,2022/11/1 1:33,,348,MED1,GRPIR,1,2.25,22800,7,0
CMAU6760345,1,64,66,2,3,2022/11/1 1:37,,349,MED1,ITGOA,1,2.25,27763,9,0
EGHU8440040,1,67,58,6,1,2022/11/1 1:45,,350,MED1,ITGOA,1,2.25,8987,2,0
FCIU5125361,1,75,39,5,2,2022/11/1 1:59,,351,MED1,GRPIR,1,1,19222,6,0
TGBU9286760,1,67,82,4,1,2022/11/1 2:15,,352,MED1,GRPIR,1,2.25,11470,3,0
DRYU2782616,1,63,73,3,2,2022/11/1 2:31,,353,MED1,GRPIR,1,1,5300,1,0
CSLU6277490,1,62,52,6,4,2022/11/1 2:42,,354,MED1,GRPIR,1,2.25,26680,8,0
OOLU9916671,1,64,66,3,1,2022/11/1 3:25,,355,MED1,ITGOA,1,2.25,11540.1,3,0
EGSU9001827,1,62,52,5,3,2022/11/1 3:33,,356,MED1,GRPIR,1,2.25,30500,10,0
CCLU7766258,1,55,44,2,2,2022/11/1 3:57,,357,MED1,SGSIN,1,2.25,15922,5,0
BMOU4407362,1,54,18,3,2,2022/11/1 4:14,,358,MED1,GRPIR,1,2.25,16780,5,0
TGHU5131680,1,69,36,2,5,2022/11/1 4:15,,359,MED1,ITGOA,1,2,9629,3,0
TCNU9813389,1,63,78,3,1,2022/11/1 4:22,,360,MED1,FRFOS,1,2.25,15400,5,0
OOLU9567306,1,62,52,5,4,2022/11/1 4:36,,361,MED1,GRPIR,1,2.25,20780,6,0
TGBU5896451,1,62,52,5,5,2022/11/1 4:43,,362,MED1,GRPIR,1,2.25,30000,10,0
CSNU7276161,1,55,44,2,3,2022/11/1 4:57,,363,MED1,SGSIN,1,2.25,13890.5,4,0
OOCU8078710,1,67,58,6,2,2022/11/1 5:01,,364,MED1,ITGOA,1,2.25,7989,2,0
SEGU4605745,1,54,18,1,2,2022/11/1 5:19,,365,MED1,GRPIR,1,2.25,29195,9,0
BMOU6711097,1,63,78,4,5,2022/11/1 5:27,,366,MED1,FRFOS,1,2.25,10890.3,3,0
CAIU9328461,1,63,78,3,2,2022/11/1 5:38,,367,MED1,FRFOS,1,2.25,22425.6,7,0
DRYU2482943,1,75,39,1,2,2022/11/1 5:40,,368,MED1,FRFOS,1,1,4801,1,0
TGBU4962013,1,69,84,2,2,2022/11/1 5:45,,369,MED1,GRPIR,1,2.25,23996,7,0
FCIU9562040,1,6C,42,4,1,2022/11/1 5:53,,370,MED1,GRPIR,1,2.25,11330,3,0
NEOU2209240,1,75,39,1,3,2022/11/1 6:05,,371,MED1,FRFOS,1,1,4722,1,0
FCIU3736042,1,62,25,1,1,2022/11/1 6:06,,372,MED1,GRPIR,1,1,10186,3,0
TCNU5138153,1,67,66,2,1,2022/11/1 6:17,,373,MED1,FRFOS,1,2.25,16840,5,0
WICU1397990,1,75,39,1,4,2022/11/1 6:21,,374,MED1,FRFOS,1,1,21909.9,7,0
CCLU7950732,1,6C,42,4,2,2022/11/1 6:30,,375,MED1,GRPIR,1,2.25,13110,4,0
TGHU5075967,1,66,78,3,1,2022/11/1 6:37,,376,MED1,ITGOA,1,2,13640,4,0
TLLU5096465,1,67,66,2,2,2022/11/1 6:42,,377,MED1,FRFOS,1,2.25,12880,4,0
TCKU6503030,1,62,52,4,4,2022/11/1 6:47,,378,MED1,GRPIR,1,2.25,28500,9,0
OOLU6892730,1,6C,48,1,2,2022/11/1 6:48,,379,MED1,ESVLC,1,2.25,23695,7,0
APHU7136844,1,63,46,2,1,2022/11/1 6:52,,380,MED1,FRFOS,1,2.25,12880,4,0
FFAU2601940,1,64,66,4,1,2022/11/1 6:53,,381,MED1,ITGOA,1,2.25,10736,3,0
CSNU6379273,1,6C,18,4,1,2022/11/1 6:58,,382,MED1,SGSIN,1,2.25,9781,3,0
OOCU8371930,1,69,84,2,3,2022/11/1 6:59,,383,MED1,GRPIR,1,2.25,24400,8,0
TRHU5485080,1,6C,18,4,2,2022/11/1 7:01,,384,MED1,SGSIN,1,2.25,8863,2,0
CMAU4271324,1,6C,42,4,3,2022/11/1 7:03,,385,MED1,GRPIR,1,2.25,10748.6,3,0
SEGU4177673,1,6C,48,1,3,2022/11/1 7:19,,386,MED1,ESVLC,1,2.25,23970,7,0
EGHU9737202,1,64,66,4,2,2022/11/1 7:22,,387,MED1,ITGOA,1,2.25,8987,2,0
TLLU4026648,1,64,66,4,3,2022/11/1 7:25,,388,MED1,ITGOA,1,2.25,8987,2,0
TGBU9972586,1,64,66,4,4,2022/11/1 7:28,,389,MED1,ITGOA,1,2.25,8361,2,0
FFAU3243521,1,6C,48,5,5,2022/11/1 7:29,,390,MED1,ESVLC,1,2.25,11912,3,0
EITU9319327,1,64,48,5,1,2022/11/1 7:39,,391,MED1,ITGOA,1,2.25,8987,2,0
TLLU4804596,1,7A,46,6,1,2022/11/1 7:40,,392,MED1,FRFOS,1,2.25,15400,5,0
TGBU4523113,1,64,66,4,5,2022/11/1 7:43,,393,MED1,ITGOA,1,2.25,8987,2,0
SEKU5713374,1,63,78,3,3,2022/11/1 7:44,,394,MED1,FRFOS,1,2.25,12880,4,0
EISU9883689,1,64,66,3,2,2022/11/1 7:46,,395,MED1,ITGOA,1,2.25,12640,4,0
OOCU7505994,1,55,44,4,2,2022/11/1 7:49,,396,MED1,ESVLC,1,2.25,13650,4,0
CCLU7641570,1,89,46,5,1,2022/11/1 8:18,,397,MED1,GRPIR,1,2.25,9715,3,0
CMAU5884824,1,63,78,3,4,2022/11/1 8:25,,398,MED1,FRFOS,1,2.25,12880,4,0
FSCU8701372,1,55,44,2,4,2022/11/1 8:40,,399,MED1,SGSIN,1,2.25,10800,3,0
TGBU5831698,1,63,78,3,5,2022/11/1 8:41,,400,MED1,FRFOS,1,2.25,16840,5,0
CMAU9171879,1,54,18,1,3,2022/11/1 8:42,,401,MED1,GRPIR,1,2.25,28966,9,0
CAAU5720872,1,69,84,2,4,2022/11/1 8:47,,402,MED1,GRPIR,1,2.25,23188.4,7,0
OOCU7873609,1,54,18,1,4,2022/11/1 9:15,,403,MED1,GRPIR,1,2.25,22940,7,0
EISU9454405,1,64,48,5,2,2022/11/1 9:18,,404,MED1,ITGOA,1,2.25,8987,2,0
BSIU9473064,1,55,44,4,3,2022/11/1 9:26,,405,MED1,ESVLC,1,2.25,14536,4,0
CSNU7022613,1,62,76,3,1,2022/11/1 9:41,,406,MED1,FRFOS,1,2.25,10505.2,3,0
TCLU4019701,1,63,86,5,1,2022/11/1 9:45,,407,MED1,ITGOA,1,2,8806,2,0
FCIU9902990,1,6C,42,3,5,2022/11/1 9:54,,408,MED1,GRPIR,1,2.25,26750,8,0
DRYU2933950,1,58,57,5,1,2022/11/1 9:54,,409,MED1,FRFOS,1,1,6353.3,2,0
CBHU9452889,1,55,44,4,4,2022/11/1 9:55,,410,MED1,ESVLC,1,2.25,15087,5,0
ECMU9900551,1,7A,46,6,2,2022/11/1 10:00,,411,MED1,FRFOS,1,2.25,15400,5,0
OOCU8771237,1,64,66,3,3,2022/11/1 10:06,,412,MED1,ITGOA,1,2.25,17120,5,0
OOCU7020273,1,64,66,3,4,2022/11/1 10:24,,413,MED1,ITGOA,1,2.25,17750,5,0
TRHU5831789,1,67,82,6,1,2022/11/1 10:27,,414,MED1,GRPIR,1,2.25,29300,9,0
TRHU6036885,1,67,82,6,2,2022/11/1 10:32,,415,MED1,GRPIR,1,2.25,24400,8,0
CBHU4422670,1,58,57,5,2,2022/11/1 10:38,,416,MED1,FRFOS,1,1,8194.1,2,0
CTXU3520055,1,7A,25,5,2,2022/11/1 10:40,,417,MED1,ITGOA,1,1,9060,3,0
CMAU9113949,1,63,86,5,2,2022/11/1 10:53,,418,MED1,ITGOA,1,2,18308,6,0
TEMU6124494,1,6C,18,1,1,2022/11/1 10:54,,419,MED1,ESVLC,1,2.25,12648.5,4,0
EITU9101356,1,55,44,4,5,2022/11/1 10:55,,420,MED1,ESVLC,1,2.25,13548.9,4,0
CAIU3790786,1,58,57,3,1,2022/11/1 10:55,,421,MED1,GRPIR,1,1,6815,2,0
CAAU6173300,1,62,76,3,2,2022/11/1 10:56,,422,MED1,FRFOS,1,2.25,11497,3,0
FFAU2411338,1,6C,18,1,2,2022/11/1 10:58,,423,MED1,ESVLC,1,2.25,6483,2,0
TGBU4522591,1,6C,18,1,3,2022/11/1 11:01,,424,MED1,ESVLC,1,2.25,12746.5,4,0
TRHU5306610,1,67,82,4,2,2022/11/1 11:05,,425,MED1,GRPIR,1,2.25,11576,3,0
FCIU9583017,1,67,82,6,3,2022/11/1 11:08,,426,MED1,GRPIR,1,2.25,24400,8,0
CMAU6937364,1,67,82,6,4,2022/11/1 11:11,,427,MED1,GRPIR,1,2.25,22080,7,0
IMTU9039709,1,64,48,5,3,2022/11/1 11:12,,428,MED1,ITGOA,1,2.25,8987,2,0
TRHU3981054,1,58,57,3,2,2022/11/1 11:13,,429,MED1,GRPIR,1,1,9169,3,0
EITU1078202,1,7A,46,6,3,2022/11/1 11:17,,430,MED1,FRFOS,1,2.25,21464.2,7,0
TGBU4015616,1,64,48,5,4,2022/11/1 11:18,,431,MED1,ITGOA,1,2.25,8987,2,0
TGBU5735375,1,54,18,3,3,2022/11/1 11:23,,432,MED1,GRPIR,1,2.25,28450,9,0
EISU8336603,1,6C,18,1,4,2022/11/1 11:25,,433,MED1,ESVLC,1,2.25,12375.5,4,0
EITU9251103,1,7A,46,6,4,2022/11/1 11:27,,434,MED1,FRFOS,1,2.25,21464.2,7,0
OOLU4491830,1,66,78,3,2,2022/11/1 11:28,,435,MED1,ITGOA,1,2,11123,3,0
OOLU4435307,1,62,72,1,1,2022/11/1 11:30,,436,MED1,ITGOA,1,2,9993.3,3,0
TEMU7172558,1,64,66,3,5,2022/11/1 11:33,,437,MED1,ITGOA,1,2.25,19010,6,0
EISU9201496,1,62,76,3,3,2022/11/1 11:38,,438,MED1,FRFOS,1,2.25,23080.6,7,0
CSNU7258316,1,6C,88,1,1,2022/11/1 11:39,,439,MED1,GRPIR,1,2.25,12688.5,4,0
BMOU3094622,1,69,80,1,1,2022/11/1 11:40,,440,MED1,ITGOA,1,2,12507,4,0
EISU8522932,1,62,76,3,4,2022/11/1 11:41,,441,MED1,FRFOS,1,2.25,23080.6,7,0
FFAU2477593,1,67,82,4,3,2022/11/1 11:43,,442,MED1,GRPIR,1,2.25,24400,8,0
TGBU6610161,1,66,54,1,1,2022/11/1 11:45,,443,MED1,FRFOS,1,2.25,23080.6,7,0
EGHU9382606,1,57,44,2,4,2022/11/1 11:49,,444,MED1,ESVLC,1,2.25,30003,10,0
TGBU6305912,1,67,82,4,4,2022/11/1 11:55,,445,MED1,GRPIR,1,2.25,23292,7,0
TRHU2481136,1,58,57,2,1,2022/11/1 11:57,,446,MED1,SGSIN,1,1,9760,3,0
EGSU9194475,1,62,42,1,1,2022/11/1 12:00,,447,MED1,FRFOS,1,2.25,21464.2,7,0
EITU1326417,1,62,42,1,2,2022/11/1 12:04,,448,MED1,FRFOS,1,2.25,23080.6,7,0
CSNU8075454,1,67,82,4,5,2022/11/1 12:06,,449,MED1,GRPIR,1,2.25,24400,8,0
OOLU9114125,1,62,42,3,1,2022/11/1 12:07,,450,MED1,FRFOS,1,2.25,13562.9,4,0
GESU6627857,1,89,46,5,2,2022/11/1 12:09,,451,MED1,GRPIR,1,2.25,12305,4,0
CCLU5260640,1,66,78,2,5,2022/11/1 12:10,,452,MED1,ITGOA,1,2,10385.8,3,0
OOCU7817204,1,6C,72,3,1,2022/11/1 12:12,,453,MED1,GRPIR,1,2.25,24400,8,0
TGBU9264442,1,6C,72,4,1,2022/11/1 12:15,,454,MED1,GRPIR,1,2.25,10272.2,3,0
TGBU4042099,1,64,48,5,5,2022/11/1 12:17,,455,MED1,ITGOA,1,2.25,12058,4,0
TCKU7812440,1,6C,48,4,2,2022/11/1 12:29,,456,MED1,ITSPE,1,2.25,9465,3,0
TEMU8388109,1,64,66,2,4,2022/11/1 12:33,,457,MED1,ITGOA,1,2.25,24800,8,0
OOLU0706078,1,7A,25,5,3,2022/11/1 12:34,,458,MED1,ITGOA,1,1,19612,6,0
FFAU2311365,1,64,66,2,5,2022/11/1 12:38,,459,MED1,ITGOA,1,2.25,24800,8,0
EMCU8881800,1,6C,72,3,2,2022/11/1 12:39,,460,MED1,GRPIR,1,2.25,26489,8,0
APZU4800546,1,62,72,1,2,2022/11/1 12:40,,461,MED1,ITGOA,1,2,9672,3,0
BMOU5121537,1,6C,72,3,3,2022/11/1 12:42,,462,MED1,GRPIR,1,2.25,24500,8,0
OCGU8007868,1,6C,72,3,4,2022/11/1 12:46,,463,MED1,GRPIR,1,2.25,23292,7,0
CSNU6975117,1,62,42,3,2,2022/11/1 12:47,,464,MED1,FRFOS,1,2.25,11730.8,3,0
OOLU9136459,1,6C,72,3,5,2022/11/1 12:49,,465,MED1,GRPIR,1,2.25,24400,8,0
TRHU2509383,1,58,57,3,3,2022/11/1 12:52,,466,MED1,GRPIR,1,1,17213.7,5,0
BMOU4934928,1,6C,72,4,2,2022/11/1 12:54,,467,MED1,GRPIR,1,2.25,10650,3,0
APHU7337828,1,62,42,1,3,2022/11/1 12:55,,468,MED1,FRFOS,1,2.25,24506.5,8,0
CBHU9191738,1,66,32,3,1,2022/11/1 12:55,,469,MED1,FRFOS,1,2.25,10413.8,3,0
TEMU7198491,1,67,58,6,3,2022/11/1 12:56,,470,MED1,ITGOA,1,2.25,7731,2,0
TCKU2998033,1,75,39,5,1,2022/11/1 13:02,,471,MED1,GRPIR,1,1,17582.9,5,0
OOLU6902674,1,6C,72,4,3,2022/11/1 13:04,,472,MED1,GRPIR,1,2.25,24400,8,0
OOLU9736828,1,6C,72,4,4,2022/11/1 13:07,,473,MED1,GRPIR,1,2.25,24400,8,0
CAAU2195620,1,65,17,6,3,2022/11/1 13:09,,474,MED1,ITGOA,1,1,6314.8,2,0
FSCU8759353,1,6C,72,4,5,2022/11/1 13:11,,475,MED1,GRPIR,1,2.25,24400,8,0
GAOU6288087,1,66,80,5,1,2022/11/1 13:14,,476,MED1,GRPIR,1,2.25,26489,8,0
HMCU9184043,1,66,54,1,2,2022/11/1 13:20,,477,MED1,FRFOS,1,2.25,23080.6,7,0
APZU4859101,1,66,78,1,4,2022/11/1 13:31,,478,MED1,ITGOA,1,2,9615.5,3,0
CSNU1579284,1,7A,25,3,3,2022/11/1 13:34,,479,MED1,ITSPE,1,1,22562,7,0
TCLU5269412,1,66,80,2,1,2022/11/1 13:37,,480,MED1,GRPIR,1,2.25,8261,2,0
TLLU4643953,1,66,80,2,2,2022/11/1 13:39,,481,MED1,GRPIR,1,2.25,7075,2,0
CSNU7667021,1,65,80,3,2,2022/11/1 13:40,,482,MED1,ITGOA,1,2.25,22306,7,0
CAIU9108240,1,6C,48,4,3,2022/11/1 13:42,,483,MED1,ITSPE,1,2.25,19438,6,0
CBHU4197543,1,58,57,2,2,2022/11/1 13:43,,484,MED1,SGSIN,1,1,26300,8,0
OOLU8684817,1,66,54,1,3,2022/11/1 13:47,,485,MED1,FRFOS,1,2.25,21540.2,7,0
APHU6938383,1,66,54,1,4,2022/11/1 13:51,,486,MED1,FRFOS,1,2.25,24212.6,8,0
TLLU4384976,1,66,54,5,1,2022/11/1 13:54,,487,MED1,FRFOS,1,2.25,8430,2,0
EITU1464740,1,6C,18,5,1,2022/11/1 13:55,,488,MED1,ITSPE,1,2.25,14486,4,0
ECMU4418552,1,62,56,6,1,2022/11/1 13:55,,489,MED1,FRFOS,1,2,6959.2,2,0
FSCU8899247,1,66,80,2,3,2022/11/1 13:59,,490,MED1,GRPIR,1,2.25,14300,4,0
TCNU4388224,1,66,80,2,4,2022/11/1 14:08,,491,MED1,GRPIR,1,2.25,13720,4,0
SEKU4681360,1,65,80,3,3,2022/11/1 14:09,,492,MED1,ITGOA,1,2.25,24800,8,0
TGHU4797712,1,67,92,4,1,2022/11/1 14:12,,493,MED1,ITGOA,1,2,8903,2,0
OOCU7408633,1,63,34,4,3,2022/11/1 14:14,,494,MED1,ITGOA,1,2.25,16760,5,0
CCLU5151188,1,64,88,4,1,2022/11/1 14:17,,495,MED1,ITSPE,1,2,15254.8,5,0
EGSU9182263,1,66,80,5,2,2022/11/1 14:17,,496,MED1,GRPIR,1,2.25,31901,10,0
TGBU8953323,1,62,14,4,1,2022/11/1 14:19,,497,MED1,GRPIR,1,2.25,6660.7,2,0
CMAU8401107,1,64,34,3,1,2022/11/1 14:20,,498,MED1,GRPIR,1,2,8222,2,0
EGHU9158730,1,66,32,3,2,2022/11/1 14:22,,499,MED1,FRFOS,1,2.25,13286.1,4,0
OOCU9075212,1,63,34,4,4,2022/11/1 14:24,,500,MED1,ITGOA,1,2.25,16010,5,0
