ctn_no,category,actual_position_block,bay,stack,tier,first_inyard_time,last_outyard_time,order,vessel_reference,destination_port_code,ctn_status,ctn_size,weight,ctn_weight,flag
TRHU5446416,1,85,70,6,1,2022/10/23 19:16,,49,NEU5,NLRTM,1,2.25,26299.7,8,0
TGHU6376800,1,6C,22,4,1,2022/10/23 19:27,,50,NEU5,NLRTM,1,2.25,15859.3,5,0
TCLU8820149,1,52,24,4,2,2022/10/23 20:31,,51,NEU5,NLRTM,1,2.25,29536.5,9,0
TCLU1878880,1,85,70,1,4,2022/10/23 21:09,,52,NEU5,NLRTM,1,2.25,27210.9,9,0
TCLU1574130,1,67,34,4,4,2022/10/23 21:20,,53,NEU5,GBSOU,1,2.25,15897.2,5,0
CAIU9713940,1,52,24,4,3,2022/10/23 21:23,,54,NEU5,NLRTM,1,2.25,29727.4,9,0
TLLU5011391,1,52,52,4,1,2022/10/23 21:33,,55,NEU5,NLRTM,1,2.25,29276,9,0
APHU7363874,1,52,52,4,2,2022/10/23 22:28,,56,NEU5,NLRTM,1,2.25,21238,7,0
TEMU7173174,1,65,76,6,2,2022/10/23 22:45,,57,NEU5,SAJED,1,2.25,25212,8,0
MBDU5216601,1,59,61,3,1,2022/10/23 22:53,,58,NEU5,NLRTM,1,1,5439,1,0
TGHU6458019,1,58,74,6,3,2022/10/24 0:56,,59,NEU5,SAJED,1,2.25,25212,8,0
FCIU9509473,1,58,74,6,1,2022/10/24 3:06,,60,NEU5,SAJED,1,2.25,25212,8,0
FCIU3427465,1,4A,65,1,2,2022/10/24 5:35,,61,NEU5,NLRTM,1,1,9400,3,0
FSCU8471074,1,7A,32,4,1,2022/10/24 6:03,,62,NEU5,SAJED,1,2.25,25212,8,0
BSIU9443645,1,7A,32,4,2,2022/10/24 6:27,,63,NEU5,SAJED,1,2.25,25212,8,0
TLLU7827234,1,7A,32,4,3,2022/10/24 6:56,,64,NEU5,SAJED,1,2.25,25212,8,0
TRHU3315654,1,47,61,2,1,2022/10/24 7:03,,65,NEU5,NLRTM,1,1,4610,1,0
TCNU1039682,1,4A,90,4,1,2022/10/24 8:46,,66,NEU5,NLRTM,1,2.25,17239,5,0
CSNU8202780,1,52,72,3,2,2022/10/24 9:09,,67,NEU5,SAJED,1,2.25,25212,8,0
NIRU8221050,1,6C,26,3,1,2022/10/24 9:13,,68,NEU5,BEANR,1,2.25,19442,6,0
BMOU4406860,1,7A,32,1,1,2022/10/24 10:08,,69,NEU5,SAJED,1,2.25,25212,8,0
TLLU4162840,1,83,70,5,5,2022/10/24 10:41,,70,NEU5,SAJED,1,2.25,25212,8,0
CSNU7900278,1,52,72,3,1,2022/10/24 10:53,,71,NEU5,SAJED,1,2.25,25212,8,0
RPBU9001870,1,73,74,1,1,2022/10/24 10:58,,72,NEU5,NLRTM,1,2.25,18180,6,0
BMOU5333808,1,7A,32,1,2,2022/10/24 11:04,,73,NEU5,SAJED,1,2.25,25212,8,0
CBHU9130291,1,67,78,5,2,2022/10/24 11:06,,74,NEU5,SAJED,1,2.25,25212,8,0
FCIU9527970,1,7A,32,1,3,2022/10/24 11:07,,75,NEU5,SAJED,1,2.25,25212,8,0
MAGU5649445,1,7A,32,1,4,2022/10/24 11:10,,76,NEU5,SAJED,1,2.25,25212,8,0
FFAU2434518,1,67,78,5,1,2022/10/24 11:43,,77,NEU5,SAJED,1,2.25,25212,8,0
TCLU4362808,1,52,40,4,1,2022/10/24 11:59,,78,NEU5,GBSOU,1,2,14988.9,4,0
UETU5869447,1,59,20,5,2,2022/10/24 12:12,,79,NEU5,SAJED,1,2.25,25212,8,0
FSCU8803184,1,48,72,5,2,2022/10/24 12:46,,80,NEU5,SAJED,1,2.25,25212,8,0
BMOU5845023,1,48,72,5,3,2022/10/24 12:49,,81,NEU5,SAJED,1,2.25,25212,8,0
TCKU7670290,1,83,70,5,1,2022/10/24 13:38,,82,NEU5,SAJED,1,2.25,25212,8,0
TCKU6496774,1,83,70,5,2,2022/10/24 13:45,,83,NEU5,SAJED,1,2.25,25212,8,0
TRHU4641357,1,83,70,6,1,2022/10/24 13:48,,84,NEU5,SAJED,1,2.25,25212,8,0
CBHU9038776,1,83,70,6,2,2022/10/24 13:59,,85,NEU5,SAJED,1,2.25,25212,8,0
CMAU7780285,1,41,48,3,1,2022/10/24 14:14,,86,NEU5,NLRTM,1,2.25,21238,7,0
DFSU6850474,1,83,70,6,3,2022/10/24 14:21,,87,NEU5,SAJED,1,2.25,25212,8,0
CBHU9194613,1,83,70,6,4,2022/10/24 14:24,,88,NEU5,SAJED,1,2.25,25212,8,0
SEGU4393081,1,41,48,3,2,2022/10/24 14:25,,89,NEU5,NLRTM,1,2.25,29565.3,9,0
MBDU5216469,1,4A,65,1,1,2022/10/24 14:31,,90,NEU5,NLRTM,1,1,20322.7,6,0
CMAU4667151,1,48,16,5,4,2022/10/24 14:38,,91,NEU5,GBSOU,1,2.25,10380,3,0
CMAU4053050,1,41,48,3,3,2022/10/24 14:43,,92,NEU5,NLRTM,1,2.25,21238,7,0
UETU5403438,1,83,70,5,3,2022/10/24 14:57,,93,NEU5,SAJED,1,2.25,25212,8,0
OOCU8735287,1,83,70,5,4,2022/10/24 16:16,,94,NEU5,SAJED,1,2.25,25212,8,0
TGBU8859889,1,83,70,4,1,2022/10/24 16:36,,95,NEU5,SAJED,1,2.25,25212,8,0
BEAU4146243,1,41,48,3,4,2022/10/24 16:46,,96,NEU5,NLRTM,1,2.25,23950,7,0
ECMU2216819,1,44,35,5,1,2022/10/24 17:02,,97,NEU5,NLRTM,1,1,17051,5,0
MBDU5216160,1,47,15,2,1,2022/10/24 17:26,,98,NEU5,NLRTM,1,1,17235,5,0
MBDU5216659,1,47,15,2,2,2022/10/24 17:29,,99,NEU5,NLRTM,1,1,17235,5,0
MBDU5216638,1,53,31,2,1,2022/10/24 17:37,,100,NEU5,NLRTM,1,1,14521,4,0
MBDU5216216,1,53,31,2,2,2022/10/24 17:37,,101,NEU5,NLRTM,1,1,14526,4,0
TCLU4045589,1,6C,52,5,1,2022/10/24 17:49,,102,NEU5,GBSOU,1,2,11866,3,0
CBHU8976259,1,46,24,4,2,2022/10/24 18:23,,103,NEU5,SAJED,1,2.25,25212,8,0
CAIU7600312,1,75,86,4,2,2022/10/24 18:30,,104,NEU5,NLRTM,1,2.25,21319,7,0
CAIU9243195,1,53,50,6,1,2022/10/24 18:50,,105,NEU5,NLRTM,1,2.25,22116,7,0
CBHU9513259,1,83,70,4,3,2022/10/24 19:01,,106,NEU5,SAJED,1,2.25,25212,8,0
UETU5225043,1,48,50,3,2,2022/10/24 19:34,,107,NEU5,GBSOU,1,2.25,16033.2,5,0
CMAU6219454,1,6C,92,3,2,2022/10/24 20:05,,108,NEU5,GBSOU,1,2.25,10252.5,3,0
APHU7301574,1,6C,92,5,1,2022/10/24 20:08,,109,NEU5,GBSOU,1,2.25,18338.3,6,0
FBIU0005150,1,41,50,6,1,2022/10/24 20:28,,110,NEU5,BEANR,1,1,5877,1,0
FFAU3228825,1,59,20,5,1,2022/10/24 20:37,,111,NEU5,SAJED,1,2.25,25212,8,0
MBDU5216197,1,47,15,2,3,2022/10/24 22:15,,112,NEU5,NLRTM,1,1,17235,5,0
MBDU5216514,1,47,15,2,4,2022/10/24 22:16,,113,NEU5,NLRTM,1,1,17235,5,0
MBDU5217130,1,42,59,1,1,2022/10/24 22:43,,114,NEU5,NLRTM,1,1,17081,5,0
MBDU5216176,1,42,59,1,2,2022/10/24 22:43,,115,NEU5,NLRTM,1,1,17235,5,0
MBBU5211114,1,53,31,2,3,2022/10/24 23:22,,116,NEU5,NLRTM,1,1,11097,3,0
DFSU4209348,1,6C,52,5,2,2022/10/25 5:28,,117,NEU5,GBSOU,1,2,13950.6,4,0
MBDU5216670,1,44,35,5,2,2022/10/25 8:19,,118,NEU5,NLRTM,1,1,17235,5,0
AXIU1629062,1,7A,42,4,1,2022/10/25 9:18,,119,NEU5,GBSOU,1,2.25,23866,7,0
AXIU1603772,1,81,78,6,1,2022/10/25 9:49,,120,NEU5,NLRTM,1,2.25,9661,3,0
TDRU4372610,1,42,28,3,2,2022/10/25 18:32,,121,NEU5,NLRTM,1,2,8229,2,0
CMAU4756520,1,18,88,1,2,2022/10/26 10:30,,122,NEU5,GBSOU,1,2.25,13770,4,0
CMAU4914924,1,18,88,1,1,2022/10/26 10:30,,123,NEU5,GBSOU,1,2.25,9306,3,0
SEKU6385710,1,6C,92,3,1,2022/10/26 10:30,,124,NEU5,GBSOU,1,2.25,7591,2,0
TCLU6562446,1,67,34,4,1,2022/10/26 15:54,,125,NEU5,GBSOU,1,2.25,16366,5,0
TGHU9535340,1,83,82,5,1,2022/10/26 21:53,,126,NEU5,NLRTM,1,2.25,27712.4,9,0
HMCU9138639,1,59,38,6,3,2022/10/27 10:22,,127,NEU5,NLRTM,1,2.25,22595.2,7,0
TGBU6276901,1,59,38,6,4,2022/10/27 11:47,,128,NEU5,NLRTM,1,2.25,23800,7,0
TRHU4591322,1,51,78,3,1,2022/10/27 12:13,,129,NEU5,NLRTM,1,2.25,23800,7,0
EGHU9543510,1,51,78,3,2,2022/10/27 16:34,,130,NEU5,NLRTM,1,2.25,22595.2,7,0
EGHU9364475,1,51,78,3,3,2022/10/27 16:46,,131,NEU5,NLRTM,1,2.25,22595.2,7,0
TRLU8630955,1,55,10,6,1,2022/10/29 22:12,,132,NEU5,NLRTM,1,2,10872,3,0
TRLU7546270,1,52,40,5,1,2022/10/29 22:16,,133,NEU5,GBSOU,1,2.25,6507,2,0
MBBU5210592,1,59,61,2,1,2022/10/29 22:16,,134,NEU5,NLRTM,1,1,4700,1,0
CAIU9184430,1,52,40,5,2,2022/10/29 22:18,,135,NEU5,GBSOU,1,2.25,6508,2,0
MBBU5210490,1,59,61,2,2,2022/10/29 22:19,,136,NEU5,NLRTM,1,1,4700,1,0
EISU9205357,1,51,74,4,2,2022/10/29 22:20,,137,NEU5,GBSOU,1,2.25,13953,4,0
CMAU5289694,1,52,64,6,3,2022/10/29 22:22,,138,NEU5,GBSOU,1,2.25,19070,6,0
TRHU2732653,1,59,61,2,3,2022/10/29 22:22,,139,NEU5,NLRTM,1,1,5452,1,0
CAIU2011583,1,59,61,2,4,2022/10/29 22:25,,140,NEU5,NLRTM,1,1,5436,1,0
CMAU4554936,1,52,52,6,2,2022/10/29 22:29,,141,NEU5,NLRTM,1,2.25,21200,7,0
OOCU7844663,1,52,52,5,2,2022/10/29 22:34,,142,NEU5,GBSOU,1,2.25,11822,3,0
CSNU6660716,1,55,24,3,1,2022/10/29 22:35,,143,NEU5,NLRTM,1,2.25,22028,7,0
CCLU4323831,1,51,74,4,3,2022/10/29 22:36,,144,NEU5,GBSOU,1,2,12445,4,0
TCNU2876446,1,59,84,3,1,2022/10/29 22:37,,145,NEU5,GBSOU,1,2.25,26987,8,0
TGHU6861003,1,52,52,6,3,2022/10/29 22:38,,146,NEU5,NLRTM,1,2.25,21186,7,0
CSLU1488572,1,67,89,6,1,2022/10/29 22:39,,147,NEU5,GBSOU,1,1,6608.8,2,0
OOLU8529338,1,66,46,4,1,2022/10/29 22:52,,148,NEU5,GBSOU,1,2.25,13914,4,0
FCIU9579130,1,66,46,4,2,2022/10/29 22:55,,149,NEU5,GBSOU,1,2.25,10758,3,0
CAIU9204115,1,55,24,3,3,2022/10/29 22:58,,150,NEU5,NLRTM,1,2.25,21186,7,0
FSCU8530650,1,53,84,1,1,2022/10/29 23:00,,151,NEU5,BEANR,1,2.25,16470,5,0
MAGU2455235,1,59,61,3,4,2022/10/29 23:11,,152,NEU5,NLRTM,1,1,24425,8,0
TCLU8720900,1,57,52,1,2,2022/10/29 23:13,,153,NEU5,NLRTM,1,2.25,7191,2,0
SEKU4303040,1,52,64,6,4,2022/10/29 23:37,,154,NEU5,GBSOU,1,2.25,15382,5,0
GLDU9742070,1,67,89,6,2,2022/10/30 0:36,,155,NEU5,GBSOU,1,1,6044,2,0
TEMU7913624,1,59,58,2,2,2022/10/30 1:12,,156,NEU5,BEANR,1,2.25,17630,5,0
APZU4464333,1,53,84,3,1,2022/10/30 1:55,,157,NEU5,GBSOU,1,2,10610.6,3,0
CMAU6337082,1,52,40,5,3,2022/10/30 2:53,,158,NEU5,GBSOU,1,2.25,6508,2,0
CMAU7764685,1,52,40,5,4,2022/10/30 2:58,,159,NEU5,GBSOU,1,2.25,5827,1,0
TGCU5066144,1,57,52,6,4,2022/10/30 3:25,,160,NEU5,NLRTM,1,2.25,7456.2,2,0
DRYU9541930,1,52,24,4,4,2022/10/30 5:47,,161,NEU5,NLRTM,1,2.25,22595.2,7,0
EITU1335569,1,52,24,4,5,2022/10/30 5:52,,162,NEU5,NLRTM,1,2.25,22595.2,7,0
FFAU4258790,1,63,38,6,1,2022/10/30 6:02,,163,NEU5,GBSOU,1,2.25,12862.3,4,0
DFSU7462004,1,57,74,1,4,2022/10/30 6:31,,164,NEU5,NLRTM,1,2.25,6016,2,0
DFSU7330184,1,56,10,3,2,2022/10/30 6:31,,165,NEU5,GBSOU,1,2.25,8900,2,0
TRHU4462789,1,53,34,3,2,2022/10/30 6:48,,166,NEU5,GBSOU,1,2.25,7211,2,0
EITU9173037,1,55,24,3,2,2022/10/30 6:58,,167,NEU5,NLRTM,1,2.25,22595.2,7,0
TLLU4363762,1,51,24,4,1,2022/10/30 7:06,,168,NEU5,BEANR,1,2.25,9628,3,0
OOLU9468664,1,66,46,4,3,2022/10/30 7:20,,169,NEU5,GBSOU,1,2.25,12871.1,4,0
EITU9123843,1,53,42,4,1,2022/10/30 7:27,,170,NEU5,NLRTM,1,2.25,22595.2,7,0
XHCU5428511,1,66,46,4,4,2022/10/30 7:32,,171,NEU5,GBSOU,1,2.25,12299,4,0
OOCU8225468,1,53,34,3,3,2022/10/30 7:33,,172,NEU5,GBSOU,1,2.25,8900,2,0
CBHU9146528,1,59,84,3,2,2022/10/30 7:42,,173,NEU5,GBSOU,1,2.25,23138.8,7,0
EMCU8932913,1,53,42,6,1,2022/10/30 7:58,,174,NEU5,NLRTM,1,2.25,21670,7,0
EGHU1014608,1,53,84,3,2,2022/10/30 8:19,,175,NEU5,GBSOU,1,2,10838.4,3,0
CCLU7357183,1,51,24,3,1,2022/10/30 8:19,,176,NEU5,BEANR,1,2.25,13062,4,0
OOLU9172820,1,51,74,4,4,2022/10/30 8:51,,177,NEU5,GBSOU,1,2.25,12643,4,0
OOCU7807572,1,59,84,3,3,2022/10/30 8:51,,178,NEU5,GBSOU,1,2.25,21830,7,0
OOLU0895011,1,67,89,6,3,2022/10/30 8:56,,179,NEU5,GBSOU,1,1,4971,1,0
EISU8301675,1,53,42,4,2,2022/10/30 8:58,,180,NEU5,NLRTM,1,2.25,21360,7,0
FFAU3365411,1,51,74,4,5,2022/10/30 8:58,,181,NEU5,GBSOU,1,2.25,13916,4,0
EITU1437853,1,52,44,1,1,2022/10/30 9:01,,182,NEU5,GBSOU,1,2.25,11977,3,0
CSLU2061625,1,67,89,6,4,2022/10/30 9:05,,183,NEU5,GBSOU,1,1,6619.2,2,0
MBBU5210524,1,53,31,2,4,2022/10/30 9:06,,184,NEU5,NLRTM,1,1,13800,4,0
CRSU9314499,1,52,44,1,2,2022/10/30 9:12,,185,NEU5,GBSOU,1,2.25,14325,4,0
OCGU8030718,1,53,84,3,3,2022/10/30 9:46,,186,NEU5,GBSOU,1,2.25,12093.9,4,0
TGBU4330264,1,52,52,1,1,2022/10/30 10:37,,187,NEU5,NLRTM,1,2.25,5585,1,0
APHU4619622,1,41,94,2,2,2022/10/30 10:42,,188,NEU5,NLRTM,1,2.25,13180,4,0
OOCU8966584,1,53,34,3,4,2022/10/30 10:43,,189,NEU5,GBSOU,1,2.25,7430,2,0
APZU4587282,1,54,38,5,3,2022/10/30 11:09,,190,NEU5,BEANR,1,2,20219,6,0
FFAU1182073,1,53,34,3,5,2022/10/30 11:19,,191,NEU5,GBSOU,1,2.25,7514,2,0
DRYU4536062,1,31,94,5,2,2022/10/30 11:32,,192,NEU5,NLRTM,1,2.25,13567,4,0
ECMU8079781,1,41,94,2,3,2022/10/30 11:34,,193,NEU5,NLRTM,1,2.25,12552,4,0
OOCU6833622,1,54,72,5,1,2022/10/30 11:51,,194,NEU5,BEANR,1,2.25,22105,7,0
CGMU5101399,1,99,34,1,1,2022/10/30 12:01,,195,NEU5,GBSOU,1,2.25,9894.3,3,0
MBBU5210479,1,53,25,6,1,2022/10/30 12:10,,196,NEU5,NLRTM,1,1,10493.2,3,0
ECMU8144526,1,41,94,2,4,2022/10/30 12:22,,197,NEU5,NLRTM,1,2.25,12992,4,0
BEAU4767750,1,53,84,3,4,2022/10/30 12:45,,198,NEU5,GBSOU,1,2.25,12164,4,0
OOCU7970492,1,66,46,5,1,2022/10/30 12:58,,199,NEU5,GBSOU,1,2.25,7875,2,0
TCKU7202914,1,53,84,3,5,2022/10/30 13:00,,200,NEU5,GBSOU,1,2.25,14025,4,0
SZLU9657621,1,99,34,5,1,2022/10/30 13:12,,201,NEU5,GBSOU,1,2.25,10198.4,3,0
EITU1904599,1,66,46,2,1,2022/10/30 13:14,,202,NEU5,GBSOU,1,2.25,17560.4,5,0
TCNU3564972,1,66,46,5,2,2022/10/30 13:19,,203,NEU5,GBSOU,1,2.25,6508,2,0
TCNU2667549,1,53,34,2,1,2022/10/30 13:24,,204,NEU5,GBSOU,1,2.25,8885,2,0
EISU8494173,1,6C,92,3,4,2022/10/30 13:38,,205,NEU5,GBSOU,1,2.25,7787,2,0
CSLU6147898,1,59,84,3,4,2022/10/30 13:44,,206,NEU5,GBSOU,1,2.25,25491,8,0
BMOU5330270,1,67,34,2,1,2022/10/30 14:19,,207,NEU5,GBSOU,1,2.25,19990,6,0
TCLU9605562,1,53,34,2,2,2022/10/30 14:34,,208,NEU5,GBSOU,1,2.25,6527,2,0
MBBU5210648,1,53,25,6,2,2022/10/30 14:40,,209,NEU5,NLRTM,1,1,5267.9,1,0
TRHU7684305,1,52,44,1,3,2022/10/30 14:46,,210,NEU5,GBSOU,1,2.25,11038.4,3,0
FCIU9435811,1,53,34,2,3,2022/10/30 14:55,,211,NEU5,GBSOU,1,2.25,8900,2,0
CMAU4756080,1,5B,50,5,1,2022/10/30 14:56,,212,NEU5,NLRTM,1,2.25,9350.3,3,0
MBBU5210627,1,53,25,6,3,2022/10/30 15:10,,213,NEU5,NLRTM,1,1,8870,2,0
DRYU4082479,1,52,44,1,4,2022/10/30 15:13,,214,NEU5,GBSOU,1,2,11286.7,3,0
BEAU4077306,1,56,34,2,1,2022/10/30 15:24,,215,NEU5,NLRTM,1,2.25,22850,7,0
SEGU1018045,1,69,47,6,1,2022/10/30 15:28,,216,NEU5,NLRTM,1,1,3905,1,0
CMAU5896445,1,51,24,4,2,2022/10/30 15:31,,217,NEU5,BEANR,1,2.25,8240,2,0
TRHU8740928,1,5B,50,5,2,2022/10/30 15:35,,218,NEU5,NLRTM,1,2.25,9693.1,3,0
OOCU8407631,1,69,16,2,1,2022/10/30 15:42,,219,NEU5,NLRTM,1,2.25,14749,4,0
OOLU8510986,1,53,34,2,4,2022/10/30 15:43,,220,NEU5,GBSOU,1,2.25,8343,2,0
APHU6767254,1,54,72,4,4,2022/10/30 15:46,,221,NEU5,BEANR,1,2.25,22354,7,0
OOCU7440912,1,5B,50,5,3,2022/10/30 16:07,,222,NEU5,NLRTM,1,2.25,8469.7,2,0
TRHU7884936,1,51,24,3,2,2022/10/30 16:09,,223,NEU5,BEANR,1,2.25,14860,4,0
TCNU5504226,1,69,28,2,1,2022/10/30 16:32,,224,NEU5,NLRTM,1,2.25,7283,2,0
SEKU6045367,1,66,12,5,1,2022/10/30 16:37,,225,NEU5,BEANR,1,2.25,13978.1,4,0
OOLU8983572,1,53,84,1,2,2022/10/30 16:52,,226,NEU5,BEANR,1,2.25,18496,6,0
TCKU1148159,1,51,50,2,1,2022/10/30 16:57,,227,NEU5,GBSOU,1,1,28340,9,0
CMAU5662920,1,53,84,1,3,2022/10/30 16:59,,228,NEU5,BEANR,1,2.25,18542,6,0
TCNU6261012,1,69,40,2,1,2022/10/30 17:08,,229,NEU5,GBSOU,1,2.25,12871,4,0
TCNU7589768,1,6C,22,1,1,2022/10/30 17:24,,230,NEU5,NLRTM,1,2.25,12184,4,0
BMOU5854473,1,67,34,2,2,2022/10/30 17:25,,231,NEU5,GBSOU,1,2.25,21680,7,0
FFAU3036606,1,53,34,2,5,2022/10/30 17:35,,232,NEU5,GBSOU,1,2.25,9500,3,0
TGBU8600901,1,56,34,2,2,2022/10/30 17:52,,233,NEU5,NLRTM,1,2.25,21186,7,0
ECMU4586900,1,5B,42,2,1,2022/10/30 18:03,,234,NEU5,GBSOU,1,2,10239,3,0
TRHU7768371,1,66,46,5,3,2022/10/30 18:14,,235,NEU5,GBSOU,1,2.25,6196,2,0
TGBU5806801,1,6C,22,1,2,2022/10/30 18:16,,236,NEU5,NLRTM,1,2.25,12184,4,0
CMAU9467979,1,54,72,5,2,2022/10/30 18:31,,237,NEU5,BEANR,1,2.25,21160,7,0
TGBU8619764,1,57,84,1,1,2022/10/30 18:52,,238,NEU5,GBSOU,1,2.25,13620,4,0
UETU5376590,1,67,34,2,3,2022/10/30 19:04,,239,NEU5,GBSOU,1,2.25,20404.1,6,0
TLLU7795501,1,57,84,1,2,2022/10/30 19:10,,240,NEU5,GBSOU,1,2.25,6281.6,2,0
TLLU4547970,1,66,46,5,4,2022/10/30 19:13,,241,NEU5,GBSOU,1,2.25,6226,2,0
CMAU8955958,1,53,84,1,4,2022/10/30 19:13,,242,NEU5,BEANR,1,2.25,18417,6,0
BMOU4555246,1,67,34,2,4,2022/10/30 19:18,,243,NEU5,GBSOU,1,2.25,21659.1,7,0
HMCU9159858,1,56,34,2,3,2022/10/30 19:30,,244,NEU5,NLRTM,1,2.25,22595.2,7,0
OOCU7308568,1,51,58,6,1,2022/10/30 19:32,,245,NEU5,NLRTM,1,2.25,29443,9,0
DRYU9122384,1,51,58,5,1,2022/10/30 19:35,,246,NEU5,NLRTM,1,2.25,5706,1,0
CMAU5930452,1,51,58,6,2,2022/10/30 19:42,,247,NEU5,NLRTM,1,2.25,26399,8,0
